MSHA ID,Year,Mine_Name,Mine_State,Mine_County,Mine_Status,Mine_Type,Company_Type,Operation_Type,Operating_Company,Operating_Company_Address,Union_Code,Coal_Supply_Region,Production_(short_tons),Average_Employees,Labor_Hours,log_production
3610053,2016,Fay Penn #1,Pennsylvania (Bituminous),Fayette,Active,Surface,Independent Producer Operator,Mine only,Valhalla Mining Company Llc,"195 Pechin Road, Dunbar, PA 15431",,Appalachia Northern,2119,2,2048,7.6586995582682995
3605018,2016,Cumberland Mine,Pennsylvania (Bituminous),Greene,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,"Cumberland Contura, Llc","855 Kirby Road, Waynesburg, PA 15370",United Mine Workers Of America,Appalachia Northern,6959706,709,1452469,15.7556477900391
3607230,2016,Bailey Mine,Pennsylvania (Bituminous),Greene,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,Consol Pennsylvania Coal Compa,"1000 Consol Energy Drive, Canonsburg, PA 15317",,Appalachia Northern,12056165,683,1567203,16.3050867053262
3609326,2016,4 West Mine,Pennsylvania (Bituminous),Greene,Active,Underground,Operating Subsidiary,Mine only,Dana Mining Company Of Pennsyl,"103 Corporate Dr., Suite 102, Morgantown, WV 26501",,Appalachia Northern,1982258,429,997103,14.499747156944386
3609997,2016,Robena Surface Mine,Pennsylvania (Bituminous),Greene,Active,Surface,Independent Producer Operator,Mine only,Ali Co.,"1904 Milford Road, Kingwood, WV 26537",,Appalachia Northern,106830,7,14952,11.578994064939932
3610045,2016,Harvey Mine,Pennsylvania (Bituminous),Greene,Active,Underground,Independent Producer Operator,Mine only,Consol Pennsylvania Coal Compa,"1000 Consol Energy Drive, Canonsburgh, PA 15317",,Appalachia Northern,2971179,177,374645,14.904469401704228
3610142,2016,Ferrara,Pennsylvania (Bituminous),Greene,Active,Surface,Independent Producer Operator,Mine only,Stash Mining Llc,"675 Old Route 51 Road, Waltersburg, PA 15488",,Appalachia Northern,7731,3,1561,8.952993499320474
4601968,2016,Monongalia County Mine,Pennsylvania (Bituminous),Greene,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,The Monongalia County Coal Com,"P.O. Box 132, Blacksville, WV 26521",United Mine Workers Of America,Appalachia Northern,3895290,279,611982,15.175278688944147
3607437,2016,Rochester Mills Strip Mine,Pennsylvania (Bituminous),Indiana,Active,Surface,Independent Producer Operator,Mine only,T L H Coal Co.,"1425 Olsen Road, Marion Center, PA 15759",,Appalachia Northern,6053,1,61,8.708309295891688
3607880,2016,Condor Mine,Pennsylvania (Bituminous),Indiana,Active,Surface,Independent Producer Operator,Mine only,Simkol Corp.,"1005-A Bush Road, Saltsburg, PA 15681",,Appalachia Northern,3489,3,4094,8.157370441186774
3608376,2016,Beth #2,Pennsylvania (Bituminous),Indiana,Active,Surface,Independent Producer Operator,Mine only,Beth Mining Co.,"815 Rock Run Rd, Glen Campbell, PA 15742",,Appalachia Northern,2054,2,1025,7.627544390488503
3608491,2016,Big Run Mine,Pennsylvania (Bituminous),Indiana,Active,Surface,Independent Producer Operator,Mine only,"K. M. P. Associates, Inc.","3756 State Route 981, Saltsburg, PA 15681",,Appalachia Northern,41328,3,5380,10.629295515335622
3608525,2016,Tom's Run Mine,Pennsylvania (Bituminous),Indiana,"Active, men working, not producing",Underground,Independent Producer Operator,Mine only,Rosebud Mining Company,"301 Market Street, Kittanning, PA 16201",,Appalachia Northern,36779,12,16560,10.512682309099187
3608728,2016,Carino No 1 Mine,Pennsylvania (Bituminous),Indiana,Active,Surface,Independent Producer Operator,Mine only,"Alverda Enterprises, Inc.","P.O. Box 87, Alverda, PA 15710",,Appalachia Northern,375,2,515,5.926926025970411
3609185,2016,Auger 3152,Pennsylvania (Bituminous),Indiana,Active,Surface,Independent Producer Operator,Mine only,E E & S Auger Mining Inc,"687 Ambrose Road, Home, PA 15747",,Appalachia Northern,11210,3,2308,9.324561516066206
3609287,2016,Lowry Mine,Pennsylvania (Bituminous),Indiana,Active,Underground,Independent Producer Operator,Mine only,Rosebud Mining Company,"301 Market Street, Kittanning, PA 16201",,Appalachia Northern,72192,11,17796,11.187084515417675
3609306,2016,Kellar #2,Pennsylvania (Bituminous),Indiana,Temporarily closed,Surface,Independent Producer Operator,Mine only,Kellar Augering,"11976 Rt 954 Hwy N., Creekside, PA 15732",,Appalachia Northern,6431,3,1055,8.768885326134862
3609342,2016,Barrett Mine,Pennsylvania (Bituminous),Indiana,Active,Underground,Independent Producer Operator,Mine only,Rosebud Mining Company,"301 Market Street, Kittanning, PA 16201",,Appalachia Northern,315615,28,57259,12.662278395341522
3609394,2016,Knob Creek,Pennsylvania (Bituminous),Indiana,Active,Underground,Independent Producer Operator,Mine only,Rosebud Mining Company,"301 Market Street, Kittanning, PA 16201",,Appalachia Northern,170446,19,35939,12.046173809998226
3609407,2016,Heilwood,Pennsylvania (Bituminous),Indiana,Active,Underground,Independent Producer Operator,Mine only,Rosebud Mining Company,"301 Market Street, Kittanning, PA 16201",,Appalachia Northern,276662,28,55940,12.530551823492534
3609437,2016,Brush Valley,Pennsylvania (Bituminous),Indiana,Active,Underground,Independent Producer Operator,Mine only,Rosebud Mining Company,"301 Market Street, Kittanning, PA 16201",,Appalachia Northern,332755,28,61865,12.715161762440482
3609595,2016,Coral-Graceton,Pennsylvania (Bituminous),Indiana,"Active, men working, not producing",Underground,Independent Producer Operator,Mine only,Rosebud Mining Company,"301 Market St, Kittanning, PA 16201",,Appalachia Northern,62262,9,15881,11.039106566833333
3609972,2016,Crooked Creek Mine,Pennsylvania (Bituminous),Indiana,Active,Underground,Independent Producer Operator,Mine only,Rosebud Mining Company,"301 Market Street, Kittanning, PA 16201",,Appalachia Northern,126665,28,54671,11.749301085053157
4609330,2016,Nichol Auger Mine,Pennsylvania (Bituminous),Indiana,Active,Surface,Independent Producer Operator,Mine only,"Nichol Auger Mining, Llc","145 North Miller Road, Dayton, PA 16222",,Appalachia Northern,14605,2,877,9.58911921482184
3603561,2016,Mcclure Strip,Pennsylvania (Bituminous),Jefferson,Active,Surface,Independent Producer Operator,Mine and Preparation Plant,P & N Coal Company Inc,"P.O. Box 332, Punxsutawney, PA 15767",,Appalachia Northern,143812,40,78388,11.876262170022438
3604782,2016,Worthville Mine,Pennsylvania (Bituminous),Jefferson,Active,Surface,Independent Producer Operator,Mine only,Original Fuels Inc,"P.O. Box 343, Punxsutawney, PA 15767",,Appalachia Northern,25801,10,21305,10.158168529848494
3606562,2016,Reichard Strips,Pennsylvania (Bituminous),Jefferson,Active,Surface,Independent Producer Operator,Mine only,"Reichard Contracting, Inc.","212 Olean Trail, New Bethlehem, PA 16242",,Appalachia Northern,57138,8,19175,10.9532246734221
3607514,2016,M S M Coal Company Inc,Pennsylvania (Bituminous),Jefferson,Active,Surface,Independent Producer Operator,Mine only,M S M Coal Company Inc,"P.O. Box 243, Dubois, PA 15801",,Appalachia Northern,9420,5,6509,9.150590367570409
3608602,2016,Waroquier #2,Pennsylvania (Bituminous),Jefferson,Active,Surface,Independent Producer Operator,Mine only,Waroquier Coal Company,"P.O. Box 128, Clearfield, PA 16830",,Appalachia Northern,5043,3,3045,8.525756422076725
3609436,2016,Kocjancic,Pennsylvania (Bituminous),Jefferson,"Active, men working, not producing",Underground,Independent Producer Operator,Mine only,Rosebud Mining Company,"301 Market Street, Kittanning, PA 16201",,Appalachia Northern,88145,13,23098,11.386738464719844
3601734,2016,Jeddo Basin (J-44),Pennsylvania (Anthracite),Luzerne,Active,Surface,Independent Producer Operator,Mine only,Jeddo Coal Company,"46 Public Square Ste 600, Wilkes-Barre, PA 18701",United Mine Workers Of America,Appalachia Northern,3342,24,27711,8.114324709155339
3604383,2016,Lattimer Division,Pennsylvania (Anthracite),Luzerne,Active,Surface,Independent Producer Operator,Mine and Preparation Plant,Blaschak Coal Corp.,"Route 54, P O Box 12, Mahanoy City, PA 17948",United Mine Workers Of America,Appalachia Northern,43236,31,42257,10.674428760536093
3607079,2016,Shantytown Strip Mine,Pennsylvania (Anthracite),Luzerne,Active,Surface,Independent Producer Operator,Mine and Preparation Plant,Pioneer Aggregates Inc,"215 East Saylor Ave, Laflin, PA 18702",,Appalachia Northern,5943,13,33411,8.68996933536666
3608391,2016,Glen Lyon Operation,Pennsylvania (Anthracite),Luzerne,Active,Surface,Independent Producer Operator,Mine only,Susquehanna Coal Company,"P.O. Box 85, Glen Lyon, PA 18617",,Appalachia Northern,46473,33,73438,10.746626777774473
3608550,2016,Hazleton Shaft South,Pennsylvania (Anthracite),Luzerne,Active,Surface,Independent Producer Operator,Mine only,Hazleton Shaft Corporation,"P.O. Box 435, Hazleton, PA 18201",,Appalachia Northern,61440,16,23739,11.025816367821553
3608745,2016,Stockton Mine,Pennsylvania (Anthracite),Luzerne,Active,Surface,Independent Producer Operator,Mine only,Coal Contractors (1991) Inc,"P.O. Box 39, Hazleton, PA 18201",,Appalachia Northern,124806,49,119743,11.734515810684883
3609388,2016,Hazleton Shaft Strip Mine,Pennsylvania (Anthracite),Luzerne,Active,Surface,Independent Producer Operator,Mine only,Hazleton Shaft Corporation,"P.O. Box 435, Hazleton, PA 18201",,Appalachia Northern,5280,2,1816,8.571681376700306
3609501,2016,Spring Mountain Operation,Pennsylvania (Anthracite),Luzerne,Active,Surface,Independent Producer Operator,Mine only,Latona Mining Llc,"620 South Main Street, Pittston, PA 18640",,Appalachia Northern,6903,6,8098,8.839711378703475
3610138,2016,Hazleton Materials,Pennsylvania (Anthracite),Luzerne,Temporarily closed,Surface,Independent Producer Operator,Mine only,"Hazleton Materials, Llc","2052 Lucon Road, Skippack, PA 19474",,Appalachia Northern,52548,6,1548,10.869482316589398
3602703,2016,Fisher Mining Company,Pennsylvania (Bituminous),Lycoming,Active,Surface,Independent Producer Operator,Mine and Preparation Plant,Fisher Mining Compan,"40 Choate Circle, Montoursville, PA 17754",,Appalachia Northern,173232,22,60901,12.06238701555068
3608541,2016,Ben Hal Strips,Pennsylvania (Bituminous),Mercer,Active,Surface,Independent Producer Operator,Mine only,Ben Hal Mining,"389 Irishtown Road, Grove City, PA 16127",,Appalachia Northern,49361,5,8240,10.806915917693338
3602203,2016,N & L Slope,Pennsylvania (Anthracite),Northumberland,Active,Underground,Independent Producer Operator,Mine only,Bear Gap Coal,"74 Kushwa Rd  P O Box 64, Spring Glen, PA 17978",,Appalachia Northern,6843,4,7280,8.830981510952498
3608489,2016,West Spring Energy,Pennsylvania (Anthracite),Northumberland,Active,Surface,Independent Producer Operator,Mine only,"West Spring Energy, Llc","P.O. Box 1200, Pottsville, PA 17901",United Mine Workers Of America,Appalachia Northern,39652,19,31055,10.587896667152789
3609322,2016,West End,Pennsylvania (Anthracite),Northumberland,Active,Surface,Independent Producer Operator,Mine only,Farragut Anthracite Company,"122 Wilburton Road, Mount Carmel, PA 17851",,Appalachia Northern,19458,13,17770,9.876013575535373
3609348,2016,Crystal Strip,Pennsylvania (Anthracite),Northumberland,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,Last Time Coal,"119 Greenwood St., Trevorton, PA 17881",,Appalachia Northern,13864,2,950,9.537050831395442
3609475,2016,No 13 Slope,Pennsylvania (Anthracite),Northumberland,Active,Underground,Independent Producer Operator,Mine only,Robert Shingara Coal,"311 Shingara Lane, Sunbury, PA 17801",,Appalachia Northern,5790,4,4230,8.663887570567042
3609545,2016,Mustang Stripping,Pennsylvania (Anthracite),Northumberland,Active,Surface,Independent Producer Operator,Mine only,D Molesevich & Sons Constructi,"P.O. Box 121, Mt. Carmel, PA 17851",,Appalachia Northern,13104,8,10183,9.480672806092851
3609548,2016,Trevorton Strip,Pennsylvania (Anthracite),Northumberland,Active,Surface,Independent Producer Operator,Mine only,Keystone Anthracite Company In,"259 North Second Street, Girardville, PA 17935",,Appalachia Northern,22565,2,4907,10.024155312261101
3609558,2016,Locust Summit Strip Mine,Pennsylvania (Anthracite),Northumberland,Active,Surface,Independent Producer Operator,Mine only,White Horse Energy Llc,"35 Dutch Rd, Ashland, PA 17921",,Appalachia Northern,32405,6,12788,10.386068010861816
3609632,2016,No 1 Stripping,Pennsylvania (Anthracite),Northumberland,Active,Surface,Independent Producer Operator,Mine only,Clinton M Wynn Mining,"419 Shingara Lane, Sunbury, PA 17801",,Appalachia Northern,6260,5,1690,8.741935464094144
3609885,2016,Blue Ridge Mining,Pennsylvania (Anthracite),Northumberland,Temporarily closed,Surface,Independent Producer Operator,Mine only,Blue Ridge Mining Lp,"4483 State Route 125, Coal Township, PA 17866",,Appalachia Northern,1896,3,2434,7.547501682814967
3610110,2016,Bottom Rock Slope,Pennsylvania (Anthracite),Northumberland,Active,Underground,Independent Producer Operator,Mine only,Clinton M Wynn Mining,"419 Shingara Lane, Sunbury, PA 17801",,Appalachia Northern,1202,4,542,7.091742115095153
3601761,2016,Tamaqua Mine,Pennsylvania (Anthracite),Schuylkill,Active,Surface,Contractor,Mine only,"Lehigh Anthracite Coal, Llc","1233 E. Broad Street, Tamaqua, PA 18252",,Appalachia Northern,212320,45,107625,12.265849849566035
3601818,2016,R S & W Drift,Pennsylvania (Anthracite),Schuylkill,Active,Underground,Independent Producer Operator,Mine only,R S & W Coal Company Inc,"2203 East Main St., Sacramento, PA 17968",,Appalachia Northern,15108,5,5812,9.622979683832348
3601877,2016,K K Strip,Pennsylvania (Anthracite),Schuylkill,Active,Surface,Independent Producer Operator,Mine only,K K Coal Llc,"1100 Mountain Side Rd, Cumbola, PA 17930",,Appalachia Northern,7863,4,5696,8.969923491991516
3601965,2016,Buck Run P-8 P-10,Pennsylvania (Anthracite),Schuylkill,Active,Surface,Independent Producer Operator,Mine only,Reading Anthracite Company,"P.O. Box 1200, Pottsville, PA 17901",United Mine Workers Of America,Appalachia Northern,27025,14,23721,10.204517642507408
3601977,2016,Wadesville P-33,Pennsylvania (Anthracite),Schuylkill,Active,Surface,Independent Producer Operator,Mine only,Reading Anthracite Company,"P.O. Box 1200, Pottsville, PA 17901",United Mine Workers Of America,Appalachia Northern,45939,33,56127,10.735069708483318
3607240,2016,E O J Strip Mine,Pennsylvania (Anthracite),Schuylkill,Active,Surface,Independent Producer Operator,Mine only,E O J Inc,"2401 Summer Valley Road, New Ringgold, PA 17960",,Appalachia Northern,7099,3,6546,8.867709208039386
3607576,2016,Brockton Stripping,Pennsylvania (Anthracite),Schuylkill,Active,Surface,Independent Producer Operator,Mine only,Joseph Kuperavage Coal Company,"916 Park Ave, Port Carbon, PA 17965",,Appalachia Northern,10514,2,1978,9.260462981379394
3607636,2016,Mid Port Strip,Pennsylvania (Anthracite),Schuylkill,Active,Surface,Independent Producer Operator,Mine only,Joe Kuperavage Coal Co.,"916 Park Ave, Port Carbon, PA 17965",,Appalachia Northern,43998,4,11282,10.691899457321854
3607730,2016,Serill Strip,Pennsylvania (Anthracite),Schuylkill,Active,Surface,Independent Producer Operator,Mine only,Hardway Coal Company Inc,"44 Keystoker Lane, Schuylkill Ha, PA 17972",,Appalachia Northern,12932,5,10600,9.467460138845324
3607758,2016,Culm Co. #1,Pennsylvania (Anthracite),Schuylkill,Active,Surface,Independent Producer Operator,Mine only,Locust Valley Culm Company Llc,"300 Industrial Park Road, P.O., St. Clair, PA 17970",,Appalachia Northern,720,1,809,6.579251212010101
3607772,2016,Lone Eagle Mine,Pennsylvania (Anthracite),Schuylkill,Temporarily closed,Surface,Independent Producer Operator,Mine only,Lone Eagle Coal Company Inc,"2068 Old Pheonix Rd., Pottsville, PA 17901",,Appalachia Northern,4071,2,1715,8.31164394850298
3608034,2016,Mountaintop Strip,Pennsylvania (Anthracite),Schuylkill,Active,Surface,Independent Producer Operator,Mine only,Mountaintop Coal Mining Inc,"P.O. Box 183, Elysburg, PA 17824",,Appalachia Northern,2800,2,4160,7.937374696163295
3608346,2016,Primrose Slope,Pennsylvania (Anthracite),Schuylkill,Permanently abandoned,Underground,Independent Producer Operator,Mine only,Carline Coal Co. Inc.,"P.O. Box 188, Sacramento, PA 17968",,Appalachia Northern,14874,9,16702,9.607370001263245
3608590,2016,Continental Strip,Pennsylvania (Anthracite),Schuylkill,Active,Surface,Independent Producer Operator,Mine only,Keystone Anthracite Corporatio,"259 North Second Street, Girardville, PA 17935",,Appalachia Northern,148511,24,56721,11.908414308555617
3608613,2016,Silverton Stripping,Pennsylvania (Anthracite),Schuylkill,Temporarily closed,Surface,Independent Producer Operator,Mine only,Selkirk Enterprises Llc,"10 Gilberton Road, Gilberton, PA 17934",,Appalachia Northern,21678,1,2076,9.984053200375696
3608679,2016,No 5 Vein,Pennsylvania (Anthracite),Schuylkill,Active,Underground,Independent Producer Operator,Mine only,Wheel's Coal Company,"59 Main St, Tremont, PA 17981",,Appalachia Northern,9780,9,16380,9.188094763028863
3608684,2016,Hynoski Bros Shenandoah Strip,Pennsylvania (Anthracite),Schuylkill,Active,Surface,Independent Producer Operator,Mine only,Hynoski Bros Exc. Inc,"421 Meyers St, Centralia, PA 17921",,Appalachia Northern,10630,3,5330,9.271435471335993
3608716,2016,Silver Creek Mtn Mine Operatio,Pennsylvania (Anthracite),Schuylkill,Active,Surface,Independent Producer Operator,Mine only,Tuscarora Mines & Minerals Cor,"739 Broad Street, Tuscarora, PA 17982",,Appalachia Northern,23899,3,3954,10.08159189604006
3608860,2016,Ellangowan Stripping,Pennsylvania (Anthracite),Schuylkill,Active,Surface,Independent Producer Operator,Mine only,Reading Anthracite Company,"P.O. Box 1200, Pottsville, PA 17901",United Mine Workers Of America,Appalachia Northern,72394,10,18620,11.18987870201148
3608893,2016,7 Ft Slope,Pennsylvania (Anthracite),Schuylkill,Active,Underground,Independent Producer Operator,Mine only,Alfred Brown Coal Company,"71 Hill Rd, Hegins, PA 17938",,Appalachia Northern,6852,5,9620,8.832295859444011
3609059,2016,Kuperavage Ent Inc/Ta Tuscaror,Pennsylvania (Anthracite),Schuylkill,Active,Surface,Independent Producer Operator,Mine only,Kuperavage Ent Inc/Tuscarora C,"Old Rt 209, Middleport, PA 17953",,Appalachia Northern,8662,4,6645,9.066700921774572
3609150,2016,Jett #2 Stripping,Pennsylvania (Anthracite),Schuylkill,Active,Surface,Independent Producer Operator,Mine only,Jett Contracting Co.,"231 Winfield Dr, Brockton, PA 17925",,Appalachia Northern,264,1,1218,5.575949103146316
3609170,2016,Goodspring Stripping,Pennsylvania (Anthracite),Schuylkill,Temporarily closed,Surface,Independent Producer Operator,Mine only,Michael Coal Company,"196 Vista Road, Klingerstown, PA 17941",,Appalachia Northern,3097,3,1546,8.038189179973203
3609259,2016,Lone Eagle West,Pennsylvania (Anthracite),Schuylkill,Active,Surface,Independent Producer Operator,Mine only,Lone Eagle Coal Co. Inc.,"2068 Old Phoenix Rd, Pottsville, PA 17901",,Appalachia Northern,1426,2,770,7.262628600974241
3609401,2016,Primrose Operation,Pennsylvania (Anthracite),Schuylkill,Active,Surface,Independent Producer Operator,Mine only,Blaschak Coal Corp,"Route 54, P.O. Box 12, Mahanoy City, PA 17948",United Mine Workers Of America,Appalachia Northern,103458,28,50655,11.546921012228186
3609444,2016,Blackwood Operation,Pennsylvania (Anthracite),Schuylkill,Active,Surface,Independent Producer Operator,Mine only,Gale Mining Company,"1441 Oak Road, Pottsville, PA 17901",,Appalachia Northern,3524,2,2729,8.16735198705607
3609495,2016,Durham/Dienno Operation,Pennsylvania (Anthracite),Schuylkill,Temporarily closed,Surface,Independent Producer Operator,Mine only,Whitey Wash Enterprises,"P.O. Box 47, Ashland, PA 17921",,Appalachia Northern,1901,2,181,7.550135342488429
3609511,2016,Selkirk 2,Pennsylvania (Anthracite),Schuylkill,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,J C Coal Inc,"15 Teaberry Hill Road, Minersville, PA 17954",,Appalachia Northern,2042,2,1420,7.621684998724611
3609547,2016,Brownsville,Pennsylvania (Anthracite),Schuylkill,Active,Surface,Independent Producer Operator,Mine only,Keystone Anthracite Company In,"259 North Second Street, Girardville, PA 17935",,Appalachia Northern,55739,10,21060,10.92843536043726
3609860,2016,Buck Mountain Vein,Pennsylvania (Anthracite),Schuylkill,Active,Underground,Independent Producer Operator,Mine only,Little Buck Coal Company #2,"33 Pine Lane, Pine Grove, PA 17963",,Appalachia Northern,5357,6,9340,8.58615939588096
3609963,2016,Slope #2,Pennsylvania (Anthracite),Schuylkill,Active,Underground,Independent Producer Operator,Mine only,S & J Coal Mine,"15 Motter Drive, Pine Grove, PA 17963",,Appalachia Northern,9865,8,14330,9.196748418456716
3603328,2016,Mine No 1,Pennsylvania (Bituminous),Somerset,Active,Surface,Independent Producer Operator,Mine only,"Pbs Coals, Inc.","P.O. Box 260, Friedens, PA 15541",,Appalachia Northern,4133,17,32539,8.326758814511733
3607928,2016,Fieg Bros Coal Co.,Pennsylvania (Bituminous),Somerset,Active,Surface,Independent Producer Operator,Mine and Preparation Plant,Fieg Bros Coal Co.,"3070 Stoystown Rd, Stoystown, PA 15563",,Appalachia Northern,100934,17,37747,11.522222116875323
3608307,2016,Hardrock Coal Co.,Pennsylvania (Bituminous),Somerset,Active,Surface,Independent Producer Operator,Mine only,"Hardrock Coal Company, Inc.","275 Saddle Ridge Road, Berlin, PA 15530",,Appalachia Northern,500,1,225,6.214608098422191
3608497,2016,Somerset Co Surface,Pennsylvania (Bituminous),Somerset,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,Rosebud Mining Company,"301 Market Street, Kittanning, PA 16201",,Appalachia Northern,11858,2,1205,9.380758024267314
3608501,2016,Mountaineer #1,Pennsylvania (Bituminous),Somerset,Active,Surface,Independent Producer Operator,Mine only,Mountaineer Mining Corporation,"1010 Garrett Shortcut Rd, Berlin, PA 15530",,Appalachia Northern,45879,11,20139,10.733762775016233
3608672,2016,Marquise Strips,Pennsylvania (Bituminous),Somerset,Active,Surface,Independent Producer Operator,Mine only,Marquise Mining Corporation,"P.O. Box 338, Blairsville, PA 15717",,Appalachia Northern,1227,4,1225,7.112327444710911
3608746,2016,Quecreek #1 Mine,Pennsylvania (Bituminous),Somerset,Active,Underground,Operating Subsidiary,Mine only,"Roxcoal, Inc.","1576 Stoystown Road, P.O. Box, Friedens, PA 15541",,Appalachia Northern,239333,58,127588,12.38561116660362
3609054,2016,Huskin Mine,Pennsylvania (Bituminous),Somerset,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,Northern Son Inc.,"1022 Treasure Lake Road, Dubois, PA 15801",,Appalachia Northern,9218,6,6561,9.128913373280454
3609131,2016,Sherpa Mining,Pennsylvania (Bituminous),Somerset,Active,Surface,Independent Producer Operator,Mine only,"Sherpa Mining Contractors, Inc","337 Benny Road, Hooversville, PA 15936",,Appalachia Northern,21614,5,4565,9.98109653186311
3609198,2016,3166,Pennsylvania (Bituminous),Somerset,Active,Surface,Independent Producer Operator,Mine only,Black Hawk Mining Inc,"221 Creek Road, Rural Valley, PA 16249",,Appalachia Northern,1308,3,360,7.176254532017144
3609225,2016,Falls Creek Auger Crew - 3,Pennsylvania (Bituminous),Somerset,Permanently abandoned,Surface,Independent Producer Operator,Mine only,"Falls Creek Energy Co., Inc.","568 Silvis Hollow Rd, Kittanning, PA 16201",,Appalachia Northern,3346,2,831,8.11552088154677
3609371,2016,Mine 78,Pennsylvania (Bituminous),Somerset,Active,Underground,Independent Producer Operator,Mine only,Rosebud Mining Company,"301 Market Street, Kittanning, PA 16201",,Appalachia Northern,308824,40,75822,12.640526814319953
3609383,2016,3119,Pennsylvania (Bituminous),Somerset,Active,Surface,Independent Producer Operator,Mine only,Black Hawk Mining Inc,"221 Creek Road, Rural Valley, PA 16249",,Appalachia Northern,17645,3,2400,9.77820773610937
3609881,2016,"Coal Loaders, Inc.",Pennsylvania (Bituminous),Somerset,Active,Surface,Independent Producer Operator,Mine only,"Coal Loaders, Inc.","210 East Main Street, Ligonier, PA 15658",,Appalachia Northern,9776,2,4335,9.187685681411377
3609888,2016,Wilson Creek Surface Mines,Pennsylvania (Bituminous),Somerset,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,Wilson Creek Energy Llc,"1576 Stoystown Road, Friedens, PA 15541",,Appalachia Northern,9613,6,10983,9.170871628065816
3609956,2016,3139,Pennsylvania (Bituminous),Somerset,Active,Surface,Independent Producer Operator,Mine only,E E & S Auger Mining Inc,"687 Ambrose Road, Home, PA 15747",,Appalachia Northern,24100,3,3737,10.089967119478747
3609974,2016,Cass #1 Mine,Pennsylvania (Bituminous),Somerset,Active,Underground,Independent Producer Operator,Mine only,"Lct Energy, Lp","936 Mt. Airy Drive, Johnstown, PA 15904",,Appalachia Northern,287675,31,63537,12.56958664969166
3610041,2016,North Fork,Pennsylvania (Bituminous),Somerset,Active,Underground,Independent Producer Operator,Mine only,"Ak Coal Resources, Inc.","1134 Stoystown Road, Friedens, PA 15541",,Appalachia Northern,359372,83,184002,12.792113342672822
3610067,2016,Boone Surface Mine,Pennsylvania (Bituminous),Somerset,Temporarily closed,Surface,Independent Producer Operator,Mine only,Lct Energy Lp,"938 Mt. Airy Drive, Suite 200, Johnstown, PA 15904",,Appalachia Northern,1601,7,2329,7.3783837129967145
3610150,2016,Mast Mine,Pennsylvania (Bituminous),Somerset,Active,Surface,Independent Producer Operator,Mine only,Heritage Coal & Natural Resour,"184 West Mud Pike Road, Rockwood, PA 15557",,Appalachia Northern,22866,7,5816,10.037406370101916
3610185,2016,Elk Resources Auger Crew 1,Pennsylvania (Bituminous),Somerset,Active,Surface,Independent Producer Operator,Mine only,Elk Resources Inc,"30 Pounds Road, West Lebanon, PA 15783",,Appalachia Northern,21981,2,1820,9.997933722828073
4003353,2016,Wilson Creek Hwm #1,Pennsylvania (Bituminous),Somerset,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,"Wilson Creek Energy, Llc","1576 Stoystown Road, P.O. Box, Friedens, PA 15541",,Appalachia Northern,23943,5,5988,10.083431284544119
3607416,2016,Enlow Fork Mine,Pennsylvania (Bituminous),Washington,Active,Underground,Operating Subsidiary,Mine only,Consol Pennsylvania Coal Compa,"2041 Pleasant Grove Road, Claysville, PA 15323",,Appalachia Northern,9638245,606,1432756,16.08124959607099
3609226,2016,Neiswonger Mines,Pennsylvania (Bituminous),Washington,Temporarily closed,Surface,Independent Producer Operator,Mine only,Neiswonger Construction Inc.,"17592 Rt 322, Strattanville, PA 16258",,Appalachia Northern,6511,2,379,8.781248333236862
3609597,2016,Washington County Strips,Pennsylvania (Bituminous),Washington,Temporarily closed,Surface,Independent Producer Operator,Mine only,Amerikohl Mining Inc,"1384 State Route 711, Stahlstown, PA 15687",,Appalachia Northern,59070,13,14867,10.986478460301282
3609879,2016,Lounder Mine & Bare #2 Mine,Pennsylvania (Bituminous),Washington,Permanently abandoned,Surface,Independent Producer Operator,Mine only,S & K Energy Inc.,"5945 Pudding Stone Lane, Bethel Park, PA 15102",,Appalachia Northern,1352,10,1000,7.20934025660291
3606753,2016,"Coal Loaders, Inc.",Pennsylvania (Bituminous),Westmoreland,Active,Surface,Operating Subsidiary,Mine only,Coal Loaders Incorporated,"210 East Main Street, Ligonier, PA 15658",,Appalachia Northern,74373,12,25491,11.216848251730065
3608262,2016,Southern Division Strips,Pennsylvania (Bituminous),Westmoreland,Active,Surface,Independent Producer Operator,Mine only,Amerikohl Mining Inc,"1384 State Rte 711, Stahlstown, PA 15687",,Appalachia Northern,6972,17,3772,8.849657406639912
3608517,2016,"Adc, Inc Pit 008",Pennsylvania (Bituminous),Westmoreland,Active,Surface,Independent Producer Operator,Mine only,Gary Gioia Coal Co.,"319 Karen Dr, Elizabeth, PA 15037",,Appalachia Northern,17623,3,4521,9.77696014606437
3609275,2016,Bertovich Surface Mine,Pennsylvania (Bituminous),Westmoreland,Active,Surface,Independent Producer Operator,Mine only,David L Patterson Jr,"12 Short Cut Road, Smithfield, PA 15478",,Appalachia Northern,21160,4,4735,9.959867885972235
